ID,Date,Suhu,Humid,Hujan,NDVI,Luas Konversi,Kecamatan,Label
D0395,2023-01-30,24.8,85,279,0.69,157,Karang Jaya,Rendah
D0396,2023-01-31,25.7,89,405,0.79,142,Karang Jaya,Rendah
D0397,2023-02-01,25.3,88,9,0.75,94,Karang Jaya,Rendah
D0398,2023-02-02,25.1,89,168,0.69,123,Karang Jaya,Rendah
D0399,2023-02-03,26.7,88,138,0.72,167,Karang Jaya,Rendah
D0400,2023-02-04,25.7,85,216,0.79,98,Karang Jaya,Rendah
D0401,2023-02-05,26.4,86,30,0.78,152,Karang Jaya,Rendah
D0402,2023-02-06,25.7,83,9,0.73,203,Karang Jaya,Rendah
D0403,2023-02-07,26.2,87,108,0.72,138,Karang Jaya,Rendah
D0404,2023-02-08,26.9,84,3,0.69,171,Karang Jaya,Rendah
D0405,2023-02-09,27.6,84,18,0.79,113,Karang Jaya,Rendah
D0406,2023-02-10,26.4,83,87,0.78,202,Karang Jaya,Rendah
D0407,2023-02-11,26.6,84,93,0.7,167,Karang Jaya,Rendah
D0408,2023-02-12,25.7,83,0,0.76,201,Karang Jaya,Rendah
D0409,2023-02-13,27.1,77,3,0.77,84,Karang Jaya,Rendah
D0410,2023-02-14,27.1,82,111,0.73,152,Karang Jaya,Rendah
D0411,2023-02-15,26.2,89,528,0.75,114,Karang Jaya,Rendah
D0412,2023-02-16,25.1,88,324,0.76,108,Karang Jaya,Rendah
D0413,2023-02-17,26.4,79,6,0.69,119,Karang Jaya,Rendah
D0414,2023-02-18,26.5,85,249,0.69,162,Karang Jaya,Rendah
D0415,2023-02-19,25.9,89,372,0.72,137,Karang Jaya,Rendah
D0416,2023-02-20,26.0,90,225,0.69,154,Karang Jaya,Rendah
D0417,2023-02-21,25.5,89,222,0.78,115,Karang Jaya,Rendah
D0418,2023-02-22,25.5,91,408,0.75,119,Karang Jaya,Rendah
D0419,2023-02-23,25.5,89,270,0.79,81,Karang Jaya,Rendah
D0420,2023-02-24,25.4,88,885,0.72,172,Karang Jaya,Rendah
D0421,2023-02-25,26.7,84,480,0.7,167,Karang Jaya,Rendah
D0422,2023-02-26,26.2,85,171,0.72,157,Karang Jaya,Rendah
D0423,2023-02-27,25.6,83,240,0.74,164,Karang Jaya,Rendah
D0424,2023-02-28,25.7,86,162,0.73,176,Karang Jaya,Rendah
D0425,2023-03-01,25.1,89,570,0.7,128,Karang Jaya,Rendah
D0426,2023-03-02,25.7,86,270,0.72,173,Karang Jaya,Rendah
D0427,2023-03-03,24.5,87,342,0.77,142,Karang Jaya,Rendah
D0428,2023-03-04,24.8,87,108,0.76,139,Karang Jaya,Rendah
D0429,2023-03-05,26.8,83,267,0.77,102,Karang Jaya,Rendah
D0430,2023-03-06,25.2,90,453,0.72,78,Karang Jaya,Rendah
D0431,2023-03-07,25.8,89,303,0.7,89,Karang Jaya,Rendah
D0432,2023-03-08,26.0,87,228,0.73,234,Karang Jaya,Rendah
D0433,2023-03-09,25.6,89,708,0.79,136,Karang Jaya,Rendah
D0434,2023-03-10,25.3,90,672,0.78,186,Karang Jaya,Rendah
D0435,2023-03-11,24.9,91,750,0.78,146,Karang Jaya,Rendah
D0436,2023-03-12,24.9,90,249,0.76,90,Karang Jaya,Rendah
D0437,2023-03-13,24.4,90,1074,0.72,134,Karang Jaya,Rendah
D0438,2023-03-14,25.4,85,375,0.79,169,Karang Jaya,Rendah
D0439,2023-03-15,26.4,87,135,0.71,160,Karang Jaya,Rendah
D0440,2023-03-16,26.0,91,246,0.69,162,Karang Jaya,Rendah
D0441,2023-03-17,25.7,90,153,0.78,158,Karang Jaya,Rendah
D0442,2023-03-18,25.8,87,414,0.77,143,Karang Jaya,Rendah
D0443,2023-03-19,26.7,87,117,0.73,189,Karang Jaya,Rendah
D0444,2023-03-20,25.2,89,696,0.78,214,Karang Jaya,Rendah
D0445,2023-03-21,26.0,87,408,0.73,100,Karang Jaya,Rendah
D0446,2023-03-22,26.3,85,303,0.73,181,Karang Jaya,Rendah
D0447,2023-03-23,25.6,92,843,0.77,104,Karang Jaya,Rendah
D0448,2023-03-24,25.8,90,453,0.78,165,Karang Jaya,Rendah
D0449,2023-03-25,27.1,88,498,0.78,85,Karang Jaya,Rendah
D0450,2023-03-26,26.2,87,507,0.74,221,Karang Jaya,Rendah
D0451,2023-03-27,26.9,88,264,0.73,48,Karang Jaya,Rendah
D0452,2023-03-28,25.7,88,444,0.78,133,Karang Jaya,Rendah
D0453,2023-03-29,26.2,89,147,0.71,99,Karang Jaya,Rendah
D0454,2023-03-30,26.3,90,495,0.69,87,Karang Jaya,Rendah
D0455,2023-03-31,26.0,87,60,0.78,136,Karang Jaya,Rendah
D0456,2023-04-01,25.3,89,231,0.79,216,Karang Jaya,Rendah
D0457,2023-04-02,26.6,88,99,0.73,176,Karang Jaya,Rendah
D0458,2023-04-03,24.4,89,270,0.72,141,Karang Jaya,Rendah
D0459,2023-04-04,27.1,88,216,0.69,121,Karang Jaya,Rendah
D0460,2023-04-05,24.9,89,237,0.72,150,Karang Jaya,Rendah
D0461,2023-04-06,26.2,89,141,0.79,180,Karang Jaya,Rendah
D0462,2023-04-07,25.6,89,150,0.7,101,Karang Jaya,Rendah
D0463,2023-04-08,26.1,89,441,0.78,143,Karang Jaya,Rendah
D0464,2023-04-09,24.7,89,309,0.73,130,Karang Jaya,Rendah
D0465,2023-04-10,25.7,89,309,0.69,148,Karang Jaya,Rendah
D0466,2023-04-11,27.0,86,15,0.77,225,Karang Jaya,Rendah
D0467,2023-04-12,26.3,89,132,0.69,142,Karang Jaya,Rendah
D0468,2023-04-13,27.6,84,66,0.73,182,Karang Jaya,Rendah
D0469,2023-04-14,26.9,87,468,0.73,216,Karang Jaya,Rendah
D0470,2023-04-15,26.8,89,279,0.68,205,Karang Jaya,Rendah
D0471,2023-04-16,26.2,93,378,0.71,176,Karang Jaya,Rendah
D0472,2023-04-17,27.0,88,777,0.71,183,Karang Jaya,Rendah
D0473,2023-04-18,25.5,92,411,0.76,243,Karang Jaya,Rendah
D0474,2023-04-19,26.5,91,360,0.74,205,Karang Jaya,Rendah
D0475,2023-04-20,26.1,91,1134,0.8,113,Karang Jaya,Rendah
D0476,2023-04-21,27.3,90,210,0.76,137,Karang Jaya,Rendah
D0477,2023-04-22,26.2,89,414,0.71,220,Karang Jaya,Rendah
D0478,2023-04-23,26.4,91,174,0.77,157,Karang Jaya,Rendah
D0479,2023-04-24,25.9,87,291,0.77,147,Karang Jaya,Rendah
D0480,2023-04-25,26.8,90,201,0.75,115,Karang Jaya,Rendah
D0481,2023-04-26,26.7,89,180,0.7,158,Karang Jaya,Rendah
D0482,2023-04-27,26.8,91,192,0.76,107,Karang Jaya,Rendah
D0483,2023-04-28,26.4,89,90,0.69,157,Karang Jaya,Rendah
D0484,2023-04-29,26.0,89,342,0.69,107,Karang Jaya,Rendah
D0485,2023-04-30,27.4,90,1251,0.69,193,Karang Jaya,Rendah
D0486,2023-05-01,26.3,87,96,0.75,131,Karang Jaya,Rendah
D0487,2023-05-02,28.0,86,447,0.77,163,Karang Jaya,Sedang
D0488,2023-05-03,26.5,89,660,0.78,185,Karang Jaya,Rendah
D0489,2023-05-04,27.0,91,204,0.69,94,Karang Jaya,Rendah
D0490,2023-05-05,26.3,92,519,0.79,211,Karang Jaya,Rendah
D0491,2023-05-06,27.2,90,1170,0.8,104,Karang Jaya,Rendah
D0492,2023-05-07,27.4,89,114,0.74,151,Karang Jaya,Rendah
D0493,2023-05-08,27.8,88,210,0.77,197,Karang Jaya,Rendah
D0494,2023-05-09,26.9,86,0,0.75,175,Karang Jaya,Rendah
D0495,2023-05-10,27.6,86,30,0.69,132,Karang Jaya,Rendah
D0496,2023-05-11,27.6,88,495,0.73,121,Karang Jaya,Rendah
D0497,2023-05-12,25.8,93,609,0.72,227,Karang Jaya,Rendah
D0498,2023-05-13,27.3,85,6,0.8,171,Karang Jaya,Rendah
D0499,2023-05-14,28.2,83,57,0.8,164,Karang Jaya,Sedang
D0500,2023-05-15,27.7,89,237,0.72,145,Karang Jaya,Rendah
D0501,2023-05-16,27.0,88,15,0.76,171,Karang Jaya,Rendah
D0502,2023-05-17,25.7,90,198,0.77,144,Karang Jaya,Rendah
D0503,2023-05-18,25.9,93,396,0.69,156,Karang Jaya,Rendah
D0504,2023-05-19,26.4,89,825,0.75,113,Karang Jaya,Rendah
D0505,2023-05-20,27.0,90,171,0.76,186,Karang Jaya,Rendah
D0506,2023-05-21,26.2,91,63,0.75,138,Karang Jaya,Rendah
D0507,2023-05-22,26.2,90,195,0.73,133,Karang Jaya,Rendah
D0508,2023-05-23,26.5,89,36,0.77,126,Karang Jaya,Rendah
D0509,2023-05-24,26.3,89,159,0.73,122,Karang Jaya,Rendah
D0510,2023-05-25,28.2,85,12,0.73,139,Karang Jaya,Sedang
D0511,2023-05-26,25.9,88,726,0.71,190,Karang Jaya,Rendah
D0512,2023-05-27,26.6,88,291,0.78,127,Karang Jaya,Rendah
D0513,2023-05-28,26.7,91,675,0.79,134,Karang Jaya,Rendah
D0514,2023-05-29,26.5,89,393,0.78,155,Karang Jaya,Rendah
D0515,2023-05-30,26.5,92,303,0.72,195,Karang Jaya,Rendah
D0516,2023-05-31,27.5,88,114,0.78,169,Karang Jaya,Rendah
D0517,2023-06-01,27.0,90,159,0.79,104,Karang Jaya,Rendah
D0518,2023-06-02,26.8,86,33,0.69,96,Karang Jaya,Rendah
D0519,2023-06-03,26.9,90,186,0.7,152,Karang Jaya,Rendah
D0520,2023-06-04,26.7,91,426,0.72,142,Karang Jaya,Rendah
D0521,2023-06-05,26.3,89,126,0.75,138,Karang Jaya,Rendah
D0522,2023-06-06,26.2,91,339,0.8,140,Karang Jaya,Rendah
D0523,2023-06-07,25.2,90,663,0.74,158,Karang Jaya,Rendah
D0524,2023-06-08,25.8,92,162,0.8,77,Karang Jaya,Rendah
D0525,2023-06-09,27.0,89,30,0.73,135,Karang Jaya,Rendah
D0526,2023-06-10,27.2,84,276,0.77,117,Karang Jaya,Rendah
D0527,2023-06-11,27.8,85,372,0.7,191,Karang Jaya,Rendah
D0528,2023-06-12,26.0,86,186,0.69,142,Karang Jaya,Rendah
D0529,2023-06-13,26.9,88,39,0.7,168,Karang Jaya,Rendah
D0530,2023-06-14,27.2,89,129,0.72,180,Karang Jaya,Rendah
D0531,2023-06-15,26.4,90,294,0.79,167,Karang Jaya,Rendah
D0532,2023-06-16,25.7,88,147,0.75,125,Karang Jaya,Rendah
D0533,2023-06-17,25.9,86,36,0.72,104,Karang Jaya,Rendah
D0534,2023-06-18,26.1,87,423,0.79,141,Karang Jaya,Rendah
D0535,2023-06-19,26.4,89,456,0.76,140,Karang Jaya,Rendah
D0536,2023-06-20,27.1,87,18,0.75,97,Karang Jaya,Rendah
D0537,2023-06-21,26.9,87,255,0.68,204,Karang Jaya,Rendah
D0538,2023-06-22,26.8,90,393,0.76,166,Karang Jaya,Rendah
D0539,2023-06-23,26.7,86,501,0.73,120,Karang Jaya,Rendah
D0540,2023-06-24,27.4,88,105,0.71,115,Karang Jaya,Rendah
D0541,2023-06-25,26.1,89,285,0.74,170,Karang Jaya,Rendah
D0542,2023-06-26,25.0,92,414,0.69,93,Karang Jaya,Rendah
D0543,2023-06-27,26.4,90,201,0.73,124,Karang Jaya,Rendah
D0544,2023-06-28,26.4,89,108,0.72,152,Karang Jaya,Rendah
D0545,2023-06-29,26.3,87,111,0.77,219,Karang Jaya,Rendah
D0546,2023-06-30,26.8,88,663,0.72,67,Karang Jaya,Rendah
D0547,2023-07-01,25.6,89,843,0.72,120,Karang Jaya,Rendah
D0548,2023-07-02,25.9,89,138,0.69,156,Karang Jaya,Rendah
D0549,2023-07-03,27.5,88,255,0.73,128,Karang Jaya,Rendah
D0550,2023-07-04,26.7,87,225,0.7,130,Karang Jaya,Rendah
D0551,2023-07-05,25.7,91,966,0.75,124,Karang Jaya,Rendah
D0552,2023-07-06,25.7,91,423,0.74,212,Karang Jaya,Rendah
D0553,2023-07-07,25.9,91,300,0.72,245,Karang Jaya,Rendah
D0554,2023-07-08,25.9,88,39,0.8,163,Karang Jaya,Rendah
D0555,2023-07-09,26.8,90,594,0.72,194,Karang Jaya,Rendah
D0556,2023-07-10,25.6,91,858,0.76,164,Karang Jaya,Rendah
D0557,2023-07-11,25.8,92,441,0.74,174,Karang Jaya,Rendah
D0558,2023-07-12,26.9,87,24,0.77,116,Karang Jaya,Rendah
D0559,2023-07-13,26.0,88,45,0.72,108,Karang Jaya,Rendah
D0560,2023-07-14,25.6,90,345,0.75,180,Karang Jaya,Rendah
D0561,2023-07-15,26.9,88,90,0.74,152,Karang Jaya,Rendah
D0562,2023-07-16,25.8,87,201,0.76,118,Karang Jaya,Rendah
D0563,2023-07-17,25.9,90,492,0.8,95,Karang Jaya,Rendah
D0564,2023-07-18,26.3,90,879,0.79,194,Karang Jaya,Rendah
D0565,2023-07-19,26.0,81,27,0.7,103,Karang Jaya,Rendah
D0566,2023-07-20,25.9,84,210,0.7,148,Karang Jaya,Rendah
D0567,2023-07-21,26.0,86,18,0.74,98,Karang Jaya,Rendah
D0568,2023-07-22,26.8,86,126,0.72,164,Karang Jaya,Rendah
D0569,2023-07-23,26.0,89,477,0.7,215,Karang Jaya,Rendah
D0570,2023-07-24,25.9,90,702,0.72,147,Karang Jaya,Rendah
D0571,2023-07-25,27.4,86,27,0.74,142,Karang Jaya,Rendah
D0572,2023-07-26,27.1,87,108,0.72,118,Karang Jaya,Rendah
D0573,2023-07-27,27.6,86,3,0.8,89,Karang Jaya,Rendah
D0574,2023-07-28,25.8,90,99,0.76,115,Karang Jaya,Rendah
D0575,2023-07-29,27.1,85,36,0.74,218,Karang Jaya,Rendah
D0576,2023-07-30,26.3,90,105,0.75,136,Karang Jaya,Rendah
D0577,2023-07-31,26.6,83,24,0.75,176,Karang Jaya,Rendah
D0578,2023-08-01,26.2,81,9,0.78,199,Karang Jaya,Rendah
D0579,2023-08-02,26.4,85,234,0.76,245,Karang Jaya,Rendah
D0580,2023-08-03,25.5,89,747,0.68,169,Karang Jaya,Rendah
D0581,2023-08-04,27.2,87,81,0.7,135,Karang Jaya,Rendah
D0582,2023-08-05,27.2,85,102,0.79,112,Karang Jaya,Rendah
D0583,2023-08-06,26.4,84,0,0.77,170,Karang Jaya,Rendah
D0584,2023-08-07,26.3,88,33,0.72,158,Karang Jaya,Rendah
D0585,2023-08-08,26.7,89,60,0.74,141,Karang Jaya,Rendah
D0586,2023-08-09,25.6,89,303,0.72,172,Karang Jaya,Rendah
D0587,2023-08-10,26.6,84,12,0.77,140,Karang Jaya,Rendah
D0588,2023-08-11,25.9,83,3,0.75,94,Karang Jaya,Rendah
D0589,2023-08-12,27.6,83,12,0.71,124,Karang Jaya,Rendah
D0590,2023-08-13,26.2,85,63,0.72,140,Karang Jaya,Rendah
D0591,2023-08-14,26.7,81,21,0.7,141,Karang Jaya,Rendah
D0592,2023-08-15,26.9,88,159,0.79,117,Karang Jaya,Rendah
D0593,2023-08-16,25.1,90,672,0.71,193,Karang Jaya,Rendah
D0594,2023-08-17,26.7,90,150,0.8,191,Karang Jaya,Rendah
D0595,2023-08-18,25.7,89,297,0.79,161,Karang Jaya,Rendah
D0596,2023-08-19,25.3,92,429,0.77,119,Karang Jaya,Rendah
D0597,2023-08-20,25.2,91,624,0.73,149,Karang Jaya,Rendah
D0598,2023-08-21,26.6,90,606,0.74,195,Karang Jaya,Rendah
D0599,2023-08-22,26.4,85,48,0.76,185,Karang Jaya,Rendah
D0600,2023-08-23,27.1,81,18,0.71,192,Karang Jaya,Rendah
D0601,2023-08-24,26.6,83,66,0.74,142,Karang Jaya,Rendah
D0602,2023-08-25,25.2,88,675,0.77,140,Karang Jaya,Rendah
D0603,2023-08-26,27.2,87,141,0.77,200,Karang Jaya,Rendah
D0604,2023-08-27,27.2,88,114,0.73,151,Karang Jaya,Rendah
D0605,2023-08-28,27.2,88,138,0.79,124,Karang Jaya,Rendah
D0606,2023-08-29,26.8,87,117,0.72,153,Karang Jaya,Rendah
D0607,2023-08-30,26.9,85,54,0.79,194,Karang Jaya,Rendah
D0608,2023-08-31,27.5,79,3,0.77,177,Karang Jaya,Rendah
D0609,2023-09-01,25.9,77,0,0.79,187,Karang Jaya,Rendah
D0610,2023-09-02,27.3,80,3,0.79,223,Karang Jaya,Rendah
D0611,2023-09-03,27.6,78,0,0.73,57,Karang Jaya,Rendah
D0612,2023-09-04,27.0,79,0,0.79,152,Karang Jaya,Rendah
D0613,2023-09-05,27.3,77,0,0.68,133,Karang Jaya,Rendah
D0614,2023-09-06,28.2,73,24,0.71,143,Karang Jaya,Sedang
D0615,2023-09-07,27.0,86,45,0.75,56,Karang Jaya,Rendah
D0616,2023-09-08,26.4,87,144,0.74,153,Karang Jaya,Rendah
D0617,2023-09-09,25.6,88,117,0.69,173,Karang Jaya,Rendah
D0618,2023-09-10,26.6,88,57,0.7,187,Karang Jaya,Rendah
D0619,2023-09-11,26.1,83,0,0.77,89,Karang Jaya,Rendah
D0620,2023-09-12,27.4,78,0,0.78,123,Karang Jaya,Rendah
D0621,2023-09-13,27.6,77,0,0.78,134,Karang Jaya,Rendah
D0622,2023-09-14,26.7,77,90,0.7,149,Karang Jaya,Rendah
D0623,2023-09-15,27.0,76,0,0.72,150,Karang Jaya,Rendah
D0624,2023-09-16,28.5,75,0,0.77,181,Karang Jaya,Sedang
D0625,2023-09-17,28.1,73,3,0.72,149,Karang Jaya,Sedang
D0626,2023-09-18,27.2,75,9,0.76,145,Karang Jaya,Rendah
D0627,2023-09-19,27.6,80,420,0.69,136,Karang Jaya,Rendah
D0628,2023-09-20,26.3,88,1113,0.79,188,Karang Jaya,Rendah
D0629,2023-09-21,25.8,90,378,0.72,215,Karang Jaya,Rendah
D0630,2023-09-22,26.4,83,6,0.75,209,Karang Jaya,Rendah
D0631,2023-09-23,26.9,79,0,0.7,187,Karang Jaya,Rendah
D0632,2023-09-24,26.8,75,0,0.73,204,Karang Jaya,Rendah
D0633,2023-09-25,26.7,77,12,0.74,93,Karang Jaya,Rendah
D0634,2023-09-26,28.1,73,0,0.71,137,Karang Jaya,Sedang
D0635,2023-09-27,28.1,71,15,0.78,187,Karang Jaya,Sedang
D0636,2023-09-28,27.9,68,0,0.69,171,Karang Jaya,Rendah
D0637,2023-09-29,28.4,67,0,0.69,105,Karang Jaya,Sedang
D0638,2023-09-30,27.5,66,0,0.7,136,Karang Jaya,Rendah
D0639,2023-10-01,28.0,73,0,0.74,170,Karang Jaya,Rendah
D0640,2023-10-02,28.3,71,12,0.69,168,Karang Jaya,Sedang
D0641,2023-10-03,27.9,68,0,0.78,105,Karang Jaya,Rendah
D0642,2023-10-04,28.0,71,9,0.69,163,Karang Jaya,Rendah
D0643,2023-10-05,29.4,70,3,0.78,144,Karang Jaya,Sedang
D0644,2023-10-06,29.6,72,0,0.77,111,Karang Jaya,Sedang
D0645,2023-10-07,30.1,65,0,0.69,142,Karang Jaya,Sedang
D0646,2023-10-08,28.0,66,18,0.79,162,Karang Jaya,Sedang
D0647,2023-10-09,28.9,71,129,0.79,190,Karang Jaya,Sedang
D0648,2023-10-10,28.6,81,672,0.77,158,Karang Jaya,Sedang
D0649,2023-10-11,27.5,80,264,0.76,40,Karang Jaya,Rendah
D0650,2023-10-12,28.8,77,0,0.78,210,Karang Jaya,Sedang
D0651,2023-10-13,28.2,72,0,0.73,126,Karang Jaya,Sedang
D0652,2023-10-14,28.0,72,0,0.76,97,Karang Jaya,Rendah
D0653,2023-10-15,28.2,77,12,0.7,103,Karang Jaya,Sedang
D0654,2023-10-16,27.8,70,0,0.71,139,Karang Jaya,Rendah
D0655,2023-10-17,28.2,70,0,0.68,133,Karang Jaya,Sedang
D0656,2023-10-18,29.0,70,186,0.74,207,Karang Jaya,Sedang
D0657,2023-10-19,27.0,87,348,0.71,132,Karang Jaya,Rendah
D0658,2023-10-20,25.9,86,339,0.77,176,Karang Jaya,Rendah
D0659,2023-10-21,27.9,84,393,0.78,91,Karang Jaya,Rendah
D0660,2023-10-22,26.4,87,96,0.68,183,Karang Jaya,Rendah
D0661,2023-10-23,28.2,82,105,0.69,202,Karang Jaya,Sedang
D0662,2023-10-24,26.5,89,549,0.69,161,Karang Jaya,Rendah
D0663,2023-10-25,26.7,86,870,0.73,152,Karang Jaya,Rendah
D0664,2023-10-26,26.7,86,222,0.69,177,Karang Jaya,Rendah
D0665,2023-10-27,27.0,80,0,0.71,176,Karang Jaya,Rendah
D0666,2023-10-28,27.4,79,24,0.75,91,Karang Jaya,Rendah
D0667,2023-10-29,27.3,84,27,0.72,143,Karang Jaya,Rendah
D0668,2023-10-30,27.2,79,3,0.71,171,Karang Jaya,Rendah
D0669,2023-10-31,27.6,85,72,0.69,228,Karang Jaya,Rendah
D0670,2023-11-01,26.7,85,81,0.76,124,Karang Jaya,Rendah
D0671,2023-11-02,27.9,82,126,0.74,243,Karang Jaya,Rendah
D0672,2023-11-03,27.2,82,201,0.77,134,Karang Jaya,Rendah
D0673,2023-11-04,27.6,83,291,0.73,173,Karang Jaya,Rendah
D0674,2023-11-05,27.2,89,345,0.74,181,Karang Jaya,Rendah
D0675,2023-11-06,27.3,88,378,0.72,131,Karang Jaya,Rendah
D0676,2023-11-07,27.2,90,306,0.75,81,Karang Jaya,Rendah
D0677,2023-11-08,26.5,88,51,0.75,169,Karang Jaya,Rendah
D0678,2023-11-09,28.0,84,402,0.76,172,Karang Jaya,Rendah
D0679,2023-11-10,27.5,81,6,0.78,203,Karang Jaya,Rendah
D0680,2023-11-11,27.5,86,162,0.71,185,Karang Jaya,Rendah
D0681,2023-11-12,27.2,88,87,0.75,168,Karang Jaya,Rendah
D0682,2023-11-13,27.2,85,495,0.77,132,Karang Jaya,Rendah
D0683,2023-11-14,26.5,91,453,0.74,174,Karang Jaya,Rendah
D0684,2023-11-15,27.9,86,117,0.68,124,Karang Jaya,Rendah
D0685,2023-11-16,26.6,90,207,0.8,266,Karang Jaya,Rendah
D0686,2023-11-17,27.1,91,147,0.71,255,Karang Jaya,Rendah
D0687,2023-11-18,27.5,87,357,0.7,193,Karang Jaya,Rendah
D0688,2023-11-19,26.6,89,348,0.73,125,Karang Jaya,Rendah
D0689,2023-11-20,26.4,92,51,0.72,147,Karang Jaya,Rendah
D0690,2023-11-21,28.2,86,204,0.69,197,Karang Jaya,Sedang
D0691,2023-11-22,25.8,91,546,0.74,197,Karang Jaya,Rendah
D0692,2023-11-23,27.3,87,78,0.73,76,Karang Jaya,Rendah
D0693,2023-11-24,27.1,88,894,0.71,168,Karang Jaya,Rendah
D0694,2023-11-25,25.0,92,738,0.75,174,Karang Jaya,Rendah
D0695,2023-11-26,26.4,93,1044,0.7,132,Karang Jaya,Rendah
D0696,2023-11-27,25.7,92,1215,0.74,184,Karang Jaya,Rendah
D0697,2023-11-28,27.2,89,444,0.76,147,Karang Jaya,Rendah
D0698,2023-11-29,26.9,90,90,0.76,224,Karang Jaya,Rendah
D0699,2023-11-30,26.6,90,576,0.7,156,Karang Jaya,Rendah
D0700,2023-12-01,26.8,91,222,0.74,127,Karang Jaya,Rendah
D0701,2023-12-02,25.8,89,705,0.75,142,Karang Jaya,Rendah
D0702,2023-12-03,26.9,89,918,0.78,140,Karang Jaya,Rendah
D0703,2023-12-04,27.0,88,252,0.76,153,Karang Jaya,Rendah
D0704,2023-12-05,27.4,86,687,0.71,109,Karang Jaya,Rendah
D0705,2023-12-06,26.4,90,840,0.68,112,Karang Jaya,Rendah
D0706,2023-12-07,26.5,91,522,0.76,149,Karang Jaya,Rendah
D0707,2023-12-08,27.5,85,126,0.74,146,Karang Jaya,Rendah
D0708,2023-12-09,26.0,92,522,0.68,150,Karang Jaya,Rendah
D0709,2023-12-10,26.5,91,387,0.71,157,Karang Jaya,Rendah
D0710,2023-12-11,26.5,90,396,0.76,149,Karang Jaya,Rendah
D0711,2023-12-12,25.7,88,732,0.79,164,Karang Jaya,Rendah
D0712,2023-12-13,27.0,85,108,0.7,161,Karang Jaya,Rendah
D0713,2023-12-14,26.5,87,663,0.78,146,Karang Jaya,Rendah
D0714,2023-12-15,27.4,88,48,0.73,189,Karang Jaya,Rendah
D0715,2023-12-16,26.6,90,432,0.8,159,Karang Jaya,Rendah
D0716,2023-12-17,26.8,89,252,0.76,210,Karang Jaya,Rendah
D0717,2023-12-18,25.8,90,126,0.77,182,Karang Jaya,Rendah
D0718,2023-12-19,25.0,91,867,0.69,171,Karang Jaya,Rendah
D0719,2023-12-20,26.8,90,660,0.7,108,Karang Jaya,Rendah
D0720,2023-12-21,26.5,89,489,0.75,150,Karang Jaya,Rendah
D0721,2023-12-22,25.8,88,363,0.69,139,Karang Jaya,Rendah
D0722,2023-12-23,27.6,86,63,0.78,148,Karang Jaya,Rendah
D0723,2023-12-24,27.6,87,477,0.74,165,Karang Jaya,Rendah
D0724,2023-12-25,26.2,89,405,0.79,154,Karang Jaya,Rendah
D0725,2023-12-26,26.8,89,288,0.68,181,Karang Jaya,Rendah
D0726,2023-12-27,26.5,89,591,0.75,135,Karang Jaya,Rendah
D0727,2023-12-28,25.7,90,180,0.77,138,Karang Jaya,Rendah
D0728,2023-12-29,27.6,88,435,0.71,159,Karang Jaya,Rendah
D0729,2023-12-30,26.4,90,1437,0.73,178,Karang Jaya,Rendah
D0730,2023-12-31,27.4,88,420,0.7,129,Karang Jaya,Rendah
D0731,2023-01-01,26.6,87,855,0.57,512,Rawas Ulu,Rendah
D0732,2023-01-02,28.1,88,372,0.53,620,Rawas Ulu,Sedang
D0733,2023-01-03,27.4,89,153,0.52,631,Rawas Ulu,Rendah
D0734,2023-01-04,26.3,89,213,0.57,522,Rawas Ulu,Rendah
D0735,2023-01-05,27.8,85,351,0.51,666,Rawas Ulu,Rendah
D0736,2023-01-06,28.3,87,114,0.59,618,Rawas Ulu,Sedang
D0737,2023-01-07,28.3,87,426,0.56,611,Rawas Ulu,Sedang
D0738,2023-01-08,28.9,86,279,0.58,606,Rawas Ulu,Sedang
D0739,2023-01-09,28.9,85,60,0.49,655,Rawas Ulu,Sedang
D0740,2023-01-10,28.3,85,354,0.57,672,Rawas Ulu,Sedang
D0741,2023-01-11,27.9,87,282,0.49,654,Rawas Ulu,Rendah
D0742,2023-01-12,27.5,87,225,0.51,621,Rawas Ulu,Rendah
D0743,2023-01-13,27.5,91,297,0.5,572,Rawas Ulu,Rendah
D0744,2023-01-14,28.0,87,216,0.48,636,Rawas Ulu,Sedang
D0745,2023-01-15,27.7,90,360,0.49,592,Rawas Ulu,Rendah
D0746,2023-01-16,27.5,89,195,0.52,600,Rawas Ulu,Rendah
D0747,2023-01-17,27.8,91,765,0.49,690,Rawas Ulu,Rendah
D0748,2023-01-18,26.7,88,651,0.55,570,Rawas Ulu,Rendah
D0749,2023-01-19,26.6,92,588,0.53,641,Rawas Ulu,Rendah
D0750,2023-01-20,27.7,87,372,0.49,645,Rawas Ulu,Rendah
D0751,2023-01-21,27.7,85,129,0.53,605,Rawas Ulu,Rendah
D0752,2023-01-22,28.2,87,522,0.51,621,Rawas Ulu,Sedang
D0753,2023-01-23,26.9,89,636,0.55,626,Rawas Ulu,Rendah
D0754,2023-01-24,26.7,89,327,0.59,637,Rawas Ulu,Rendah
D0755,2023-01-25,27.2,82,30,0.55,631,Rawas Ulu,Rendah
D0756,2023-01-26,28.6,82,3,0.58,587,Rawas Ulu,Sedang
D0757,2023-01-27,28.9,85,405,0.6,643,Rawas Ulu,Sedang
D0758,2023-01-28,27.4,86,333,0.5,646,Rawas Ulu,Rendah
D0759,2023-01-29,27.6,87,42,0.6,652,Rawas Ulu,Rendah
D0760,2023-01-30,28.0,84,210,0.54,614,Rawas Ulu,Rendah
