ID,Date,Suhu,Humid,Hujan,NDVI,Luas Konversi,Kecamatan,Label
D03966,2015-11-09,25.9,83,351,0.78,130,Karang Jaya,Rendah
D03967,2015-11-10,27.8,82,249,0.72,126,Karang Jaya,Rendah
D03968,2015-11-11,27.6,84,369,0.75,142,Karang Jaya,Rendah
D03969,2015-11-12,26.8,85,129,0.7,136,Karang Jaya,Rendah
D03970,2015-11-13,27.2,83,141,0.77,158,Karang Jaya,Rendah
D03971,2015-11-14,26.8,83,279,0.79,152,Karang Jaya,Rendah
D03972,2015-11-15,26.2,83,114,0.73,202,Karang Jaya,Rendah
D03973,2015-11-16,25.2,87,747,0.77,219,Karang Jaya,Rendah
D03974,2015-11-17,24.9,88,939,0.78,183,Karang Jaya,Rendah
D03975,2015-11-18,26.6,84,282,0.76,166,Karang Jaya,Rendah
D03976,2015-11-19,26.4,88,201,0.76,145,Karang Jaya,Rendah
D03977,2015-11-20,25.1,88,441,0.69,169,Karang Jaya,Rendah
D03978,2015-11-21,26.4,85,417,0.75,167,Karang Jaya,Rendah
D03979,2015-11-22,27.9,78,48,0.76,146,Karang Jaya,Rendah
D03980,2015-11-23,27.0,76,39,0.74,164,Karang Jaya,Rendah
D03981,2015-11-24,25.8,86,258,0.79,173,Karang Jaya,Rendah
D03982,2015-11-25,26.3,85,234,0.79,136,Karang Jaya,Rendah
D03983,2015-11-26,26.3,87,495,0.78,175,Karang Jaya,Rendah
D03984,2015-11-27,26.9,85,333,0.78,171,Karang Jaya,Rendah
D03985,2015-11-28,25.8,86,354,0.77,151,Karang Jaya,Rendah
D03986,2015-11-29,26.5,87,279,0.79,129,Karang Jaya,Rendah
D03987,2015-11-30,27.1,85,417,0.75,111,Karang Jaya,Rendah
D03988,2015-12-01,27.0,88,438,0.77,196,Karang Jaya,Rendah
D03989,2015-12-02,26.2,83,120,0.73,112,Karang Jaya,Rendah
D03990,2015-12-03,26.0,86,327,0.76,105,Karang Jaya,Rendah
D03991,2015-12-04,27.5,83,69,0.72,119,Karang Jaya,Rendah
D03992,2015-12-05,25.8,86,120,0.79,149,Karang Jaya,Rendah
D03993,2015-12-06,26.4,87,351,0.7,157,Karang Jaya,Rendah
D03994,2015-12-07,27.0,86,66,0.75,129,Karang Jaya,Rendah
D03995,2015-12-08,27.1,84,276,0.7,159,Karang Jaya,Rendah
D03996,2015-12-09,26.9,85,261,0.77,104,Karang Jaya,Rendah
D03997,2015-12-10,26.4,88,504,0.74,176,Karang Jaya,Rendah
D03998,2015-12-11,27.3,86,111,0.75,137,Karang Jaya,Rendah
D03999,2015-12-12,27.7,83,378,0.79,137,Karang Jaya,Rendah
D04000,2015-12-13,25.8,92,777,0.73,144,Karang Jaya,Rendah
D04001,2015-12-14,26.8,84,6,0.78,124,Karang Jaya,Rendah
D04002,2015-12-15,27.0,83,114,0.72,164,Karang Jaya,Rendah
D04003,2015-12-16,26.4,88,549,0.78,118,Karang Jaya,Rendah
D04004,2015-12-17,26.0,86,216,0.77,134,Karang Jaya,Rendah
D04005,2015-12-18,25.8,85,237,0.77,147,Karang Jaya,Rendah
D04006,2015-12-19,27.1,82,126,0.69,145,Karang Jaya,Rendah
D04007,2015-12-20,26.6,85,96,0.7,197,Karang Jaya,Rendah
D04008,2015-12-21,26.0,83,30,0.77,125,Karang Jaya,Rendah
D04009,2015-12-22,26.3,81,138,0.77,105,Karang Jaya,Rendah
D04010,2015-12-23,25.4,87,255,0.73,217,Karang Jaya,Rendah
D04011,2015-12-24,26.3,89,342,0.74,173,Karang Jaya,Rendah
D04012,2015-12-25,26.7,88,468,0.71,149,Karang Jaya,Rendah
D04013,2015-12-26,25.6,89,660,0.74,137,Karang Jaya,Rendah
D04014,2015-12-27,27.1,86,408,0.77,177,Karang Jaya,Rendah
D04015,2015-12-28,27.1,86,360,0.78,130,Karang Jaya,Rendah
D04016,2015-12-29,25.4,89,186,0.77,185,Karang Jaya,Rendah
D04017,2015-12-30,25.7,88,57,0.77,188,Karang Jaya,Rendah
D04018,2015-12-31,25.7,83,75,0.72,178,Karang Jaya,Rendah
D04019,2016-01-01,26.3,87,480,0.71,140,Karang Jaya,Rendah
D04020,2016-01-02,27.0,84,36,0.72,172,Karang Jaya,Rendah
D04021,2016-01-03,25.7,87,102,0.78,159,Karang Jaya,Rendah
D04022,2016-01-04,26.6,86,192,0.7,82,Karang Jaya,Rendah
D04023,2016-01-05,27.2,85,195,0.78,146,Karang Jaya,Rendah
D04024,2016-01-06,26.6,85,105,0.74,121,Karang Jaya,Rendah
D04025,2016-01-07,27.0,85,123,0.76,161,Karang Jaya,Rendah
D04026,2016-01-08,26.6,84,102,0.77,169,Karang Jaya,Rendah
D04027,2016-01-09,26.2,86,198,0.71,150,Karang Jaya,Rendah
D04028,2016-01-10,26.0,82,45,0.78,121,Karang Jaya,Rendah
D04029,2016-01-11,27.0,81,303,0.78,181,Karang Jaya,Rendah
D04030,2016-01-12,25.7,88,372,0.74,100,Karang Jaya,Rendah
D04031,2016-01-13,26.5,86,324,0.79,149,Karang Jaya,Rendah
D04032,2016-01-14,25.8,88,273,0.75,160,Karang Jaya,Rendah
D04033,2016-01-15,25.6,89,345,0.74,199,Karang Jaya,Rendah
D04034,2016-01-16,27.1,85,126,0.71,83,Karang Jaya,Rendah
D04035,2016-01-17,25.3,89,387,0.71,179,Karang Jaya,Rendah
D04036,2016-01-18,27.2,86,384,0.75,158,Karang Jaya,Rendah
D04037,2016-01-19,25.4,89,555,0.73,121,Karang Jaya,Rendah
D04038,2016-01-20,27.1,82,33,0.77,145,Karang Jaya,Rendah
D04039,2016-01-21,28.0,79,21,0.75,220,Karang Jaya,Rendah
D04040,2016-01-22,28.4,82,66,0.76,104,Karang Jaya,Sedang
D04041,2016-01-23,27.1,87,138,0.77,155,Karang Jaya,Rendah
D04042,2016-01-24,25.6,85,198,0.78,185,Karang Jaya,Rendah
D04043,2016-01-25,26.8,85,123,0.72,172,Karang Jaya,Rendah
D04044,2016-01-26,25.8,84,123,0.79,153,Karang Jaya,Rendah
D04045,2016-01-27,27.0,85,447,0.74,215,Karang Jaya,Rendah
D04046,2016-01-28,26.4,85,303,0.74,218,Karang Jaya,Rendah
D04047,2016-01-29,27.3,83,258,0.72,171,Karang Jaya,Rendah
D04048,2016-01-30,26.9,86,309,0.76,119,Karang Jaya,Rendah
D04049,2016-01-31,27.0,84,120,0.74,190,Karang Jaya,Rendah
D04050,2016-02-01,27.0,83,204,0.69,154,Karang Jaya,Rendah
D04051,2016-02-02,26.3,79,0,0.74,89,Karang Jaya,Rendah
D04052,2016-02-03,27.3,77,0,0.74,185,Karang Jaya,Rendah
D04053,2016-02-04,26.8,78,6,0.69,123,Karang Jaya,Rendah
D04054,2016-02-05,26.5,82,300,0.76,206,Karang Jaya,Rendah
D04055,2016-02-06,26.6,89,429,0.76,92,Karang Jaya,Rendah
D04056,2016-02-07,25.9,89,333,0.76,127,Karang Jaya,Rendah
D04057,2016-02-08,24.4,91,579,0.76,239,Karang Jaya,Rendah
D04058,2016-02-09,25.5,90,315,0.73,127,Karang Jaya,Rendah
D04059,2016-02-10,26.2,91,450,0.75,139,Karang Jaya,Rendah
D04060,2016-02-11,25.2,86,45,0.78,191,Karang Jaya,Rendah
D04061,2016-02-12,25.9,85,303,0.74,147,Karang Jaya,Rendah
D04062,2016-02-13,27.0,86,123,0.75,134,Karang Jaya,Rendah
D04063,2016-02-14,27.1,85,252,0.72,217,Karang Jaya,Rendah
D04064,2016-02-15,27.4,86,141,0.74,213,Karang Jaya,Rendah
D04065,2016-02-16,25.8,91,597,0.76,157,Karang Jaya,Rendah
D04066,2016-02-17,24.9,88,117,0.7,197,Karang Jaya,Rendah
D04067,2016-02-18,26.0,77,6,0.75,142,Karang Jaya,Rendah
D04068,2016-02-19,27.0,76,3,0.78,157,Karang Jaya,Rendah
D04069,2016-02-20,26.6,83,150,0.78,134,Karang Jaya,Rendah
D04070,2016-02-21,25.3,82,159,0.7,176,Karang Jaya,Rendah
D04071,2016-02-22,27.3,81,294,0.7,129,Karang Jaya,Rendah
D04072,2016-02-23,25.6,88,921,0.74,194,Karang Jaya,Rendah
D04073,2016-02-24,26.2,89,588,0.73,169,Karang Jaya,Rendah
D04074,2016-02-25,26.0,89,636,0.72,243,Karang Jaya,Rendah
D04075,2016-02-26,27.1,82,36,0.74,197,Karang Jaya,Rendah
D04076,2016-02-27,26.4,79,3,0.69,162,Karang Jaya,Rendah
D04077,2016-02-28,25.6,85,342,0.7,192,Karang Jaya,Rendah
D04078,2016-02-29,25.1,88,534,0.73,149,Karang Jaya,Rendah
D04079,2016-03-01,27.4,84,186,0.78,103,Karang Jaya,Rendah
D04080,2016-03-02,26.7,85,90,0.71,134,Karang Jaya,Rendah
D04081,2016-03-03,27.3,84,99,0.71,162,Karang Jaya,Rendah
D04082,2016-03-04,26.6,86,144,0.78,184,Karang Jaya,Rendah
D04083,2016-03-05,27.5,88,327,0.74,193,Karang Jaya,Rendah
D04084,2016-03-06,26.5,83,225,0.7,128,Karang Jaya,Rendah
D04085,2016-03-07,27.1,84,105,0.77,165,Karang Jaya,Rendah
D04086,2016-03-08,28.5,83,387,0.78,158,Karang Jaya,Sedang
D04087,2016-03-09,27.0,85,288,0.77,148,Karang Jaya,Rendah
D04088,2016-03-10,27.2,85,903,0.71,180,Karang Jaya,Rendah
D04089,2016-03-11,28.3,85,363,0.78,117,Karang Jaya,Sedang
D04090,2016-03-12,27.7,87,447,0.78,157,Karang Jaya,Rendah
D04091,2016-03-13,26.3,88,366,0.78,129,Karang Jaya,Rendah
D04092,2016-03-14,27.5,82,285,0.7,149,Karang Jaya,Rendah
D04093,2016-03-15,27.1,89,861,0.72,143,Karang Jaya,Rendah
D04094,2016-03-16,26.4,89,417,0.71,173,Karang Jaya,Rendah
D04095,2016-03-17,27.6,86,234,0.72,215,Karang Jaya,Rendah
D04096,2016-03-18,27.5,86,219,0.78,124,Karang Jaya,Rendah
D04097,2016-03-19,27.6,86,630,0.77,186,Karang Jaya,Rendah
D04098,2016-03-20,27.6,86,261,0.72,178,Karang Jaya,Rendah
D04099,2016-03-21,27.3,88,510,0.74,128,Karang Jaya,Rendah
D04100,2016-03-22,25.6,91,1068,0.71,152,Karang Jaya,Rendah
D04101,2016-03-23,26.9,85,132,0.73,180,Karang Jaya,Rendah
D04102,2016-03-24,26.0,85,330,0.73,225,Karang Jaya,Rendah
D04103,2016-03-25,27.1,86,795,0.69,187,Karang Jaya,Rendah
D04104,2016-03-26,26.9,91,972,0.72,180,Karang Jaya,Rendah
D04105,2016-03-27,26.3,87,465,0.76,163,Karang Jaya,Rendah
D04106,2016-03-28,26.7,87,267,0.69,111,Karang Jaya,Rendah
D04107,2016-03-29,26.1,88,396,0.72,103,Karang Jaya,Rendah
D04108,2016-03-30,26.3,87,783,0.75,124,Karang Jaya,Rendah
D04109,2016-03-31,26.0,86,381,0.74,181,Karang Jaya,Rendah
D04110,2016-04-01,25.6,88,354,0.78,164,Karang Jaya,Rendah
D04111,2016-04-02,26.7,86,450,0.77,191,Karang Jaya,Rendah
D04112,2016-04-03,26.7,86,402,0.7,122,Karang Jaya,Rendah
D04113,2016-04-04,27.7,87,234,0.76,168,Karang Jaya,Rendah
D04114,2016-04-05,27.2,86,486,0.78,150,Karang Jaya,Rendah
D04115,2016-04-06,27.0,89,414,0.69,162,Karang Jaya,Rendah
D04116,2016-04-07,27.8,86,306,0.69,176,Karang Jaya,Rendah
D04117,2016-04-08,25.5,88,588,0.71,132,Karang Jaya,Rendah
D04118,2016-04-09,27.6,89,258,0.71,94,Karang Jaya,Rendah
D04119,2016-04-10,27.6,90,420,0.77,245,Karang Jaya,Rendah
D04120,2016-04-11,28.0,87,318,0.72,149,Karang Jaya,Rendah
D04121,2016-04-12,27.2,88,507,0.69,171,Karang Jaya,Rendah
D04122,2016-04-13,26.9,86,408,0.78,174,Karang Jaya,Rendah
D04123,2016-04-14,26.9,85,522,0.74,184,Karang Jaya,Rendah
D04124,2016-04-15,27.6,88,531,0.77,126,Karang Jaya,Rendah
D04125,2016-04-16,27.1,87,528,0.71,146,Karang Jaya,Rendah
D04126,2016-04-17,27.7,88,459,0.71,129,Karang Jaya,Rendah
D04127,2016-04-18,28.0,85,123,0.77,117,Karang Jaya,Rendah
D04128,2016-04-19,27.8,85,435,0.73,160,Karang Jaya,Rendah
D04129,2016-04-20,27.4,87,195,0.73,146,Karang Jaya,Rendah
D04130,2016-04-21,27.5,90,867,0.7,139,Karang Jaya,Rendah
D04131,2016-04-22,27.5,90,513,0.74,167,Karang Jaya,Rendah
D04132,2016-04-23,26.9,90,441,0.71,181,Karang Jaya,Rendah
D04133,2016-04-24,26.6,86,159,0.78,128,Karang Jaya,Rendah
D04134,2016-04-25,25.9,88,366,0.74,179,Karang Jaya,Rendah
D04135,2016-04-26,27.3,88,225,0.7,184,Karang Jaya,Rendah
D04136,2016-04-27,27.2,84,186,0.74,102,Karang Jaya,Rendah
D04137,2016-04-28,26.4,87,237,0.7,190,Karang Jaya,Rendah
D04138,2016-04-29,27.7,86,459,0.71,157,Karang Jaya,Rendah
D04139,2016-04-30,26.0,90,429,0.71,161,Karang Jaya,Rendah
D04140,2016-05-01,26.4,88,405,0.75,103,Karang Jaya,Rendah
D04141,2016-05-02,28.1,85,354,0.7,150,Karang Jaya,Sedang
D04142,2016-05-03,26.6,84,24,0.76,153,Karang Jaya,Rendah
D04143,2016-05-04,28.6,81,63,0.71,141,Karang Jaya,Sedang
D04144,2016-05-05,28.1,87,354,0.72,192,Karang Jaya,Sedang
D04145,2016-05-06,27.5,86,129,0.78,146,Karang Jaya,Rendah
D04146,2016-05-07,26.4,86,432,0.73,173,Karang Jaya,Rendah
D04147,2016-05-08,26.3,87,213,0.72,174,Karang Jaya,Rendah
D04148,2016-05-09,27.2,86,297,0.75,164,Karang Jaya,Rendah
D04149,2016-05-10,27.6,83,108,0.77,177,Karang Jaya,Rendah
D04150,2016-05-11,26.8,85,282,0.74,166,Karang Jaya,Rendah
D04151,2016-05-12,26.4,89,555,0.78,199,Karang Jaya,Rendah
D04152,2016-05-13,27.6,85,267,0.74,172,Karang Jaya,Rendah
D04153,2016-05-14,26.0,89,246,0.7,183,Karang Jaya,Rendah
D04154,2016-05-15,26.9,85,105,0.7,146,Karang Jaya,Rendah
D04155,2016-05-16,28.0,85,165,0.73,107,Karang Jaya,Sedang
D04156,2016-05-17,26.9,85,105,0.7,136,Karang Jaya,Rendah
D04157,2016-05-18,27.8,86,291,0.75,147,Karang Jaya,Rendah
D04158,2016-05-19,28.2,86,405,0.78,153,Karang Jaya,Sedang
D04159,2016-05-20,27.4,85,189,0.75,149,Karang Jaya,Rendah
D04160,2016-05-21,27.5,85,282,0.76,197,Karang Jaya,Rendah
D04161,2016-05-22,26.6,86,381,0.75,107,Karang Jaya,Rendah
D04162,2016-05-23,26.7,85,345,0.78,230,Karang Jaya,Rendah
D04163,2016-05-24,27.9,83,261,0.74,147,Karang Jaya,Rendah
D04164,2016-05-25,28.2,86,402,0.7,169,Karang Jaya,Sedang
D04165,2016-05-26,25.3,88,198,0.79,178,Karang Jaya,Rendah
D04166,2016-05-27,26.5,84,177,0.77,138,Karang Jaya,Rendah
D04167,2016-05-28,26.5,85,237,0.73,148,Karang Jaya,Rendah
D04168,2016-05-29,27.1,88,417,0.73,121,Karang Jaya,Rendah
D04169,2016-05-30,26.2,88,111,0.72,186,Karang Jaya,Rendah
D04170,2016-05-31,26.7,85,33,0.76,146,Karang Jaya,Rendah
D04171,2016-06-01,26.6,85,84,0.73,140,Karang Jaya,Rendah
D04172,2016-06-02,26.1,87,87,0.76,177,Karang Jaya,Rendah
D04173,2016-06-03,27.5,85,237,0.71,164,Karang Jaya,Rendah
D04174,2016-06-04,27.0,86,150,0.75,175,Karang Jaya,Rendah
D04175,2016-06-05,26.5,85,42,0.78,109,Karang Jaya,Rendah
D04176,2016-06-06,26.0,87,321,0.75,142,Karang Jaya,Rendah
D04177,2016-06-07,26.0,86,81,0.7,190,Karang Jaya,Rendah
D04178,2016-06-08,27.2,84,108,0.77,184,Karang Jaya,Rendah
D04179,2016-06-09,27.2,83,129,0.75,176,Karang Jaya,Rendah
D04180,2016-06-10,26.0,88,117,0.7,163,Karang Jaya,Rendah
D04181,2016-06-11,26.6,88,273,0.74,170,Karang Jaya,Rendah
D04182,2016-06-12,27.3,83,48,0.73,186,Karang Jaya,Rendah
D04183,2016-06-13,26.5,81,45,0.71,157,Karang Jaya,Rendah
D04184,2016-06-14,27.3,83,267,0.73,119,Karang Jaya,Rendah
D04185,2016-06-15,27.6,84,93,0.71,129,Karang Jaya,Rendah
D04186,2016-06-16,27.1,87,96,0.7,174,Karang Jaya,Rendah
D04187,2016-06-17,26.0,90,261,0.72,194,Karang Jaya,Rendah
D04188,2016-06-18,25.2,90,102,0.77,141,Karang Jaya,Rendah
D04189,2016-06-19,26.4,82,15,0.77,160,Karang Jaya,Rendah
D04190,2016-06-20,27.2,82,9,0.69,159,Karang Jaya,Rendah
D04191,2016-06-21,25.8,83,81,0.72,173,Karang Jaya,Rendah
D04192,2016-06-22,26.6,87,225,0.71,146,Karang Jaya,Rendah
D04193,2016-06-23,27.5,83,0,0.72,190,Karang Jaya,Rendah
D04194,2016-06-24,27.4,79,57,0.73,136,Karang Jaya,Rendah
D04195,2016-06-25,27.0,85,183,0.72,187,Karang Jaya,Rendah
D04196,2016-06-26,26.2,84,48,0.7,179,Karang Jaya,Rendah
D04197,2016-06-27,26.3,85,33,0.74,145,Karang Jaya,Rendah
D04198,2016-06-28,27.7,83,177,0.73,146,Karang Jaya,Rendah
D04199,2016-06-29,27.2,83,201,0.76,224,Karang Jaya,Rendah
D04200,2016-06-30,26.7,83,21,0.7,111,Karang Jaya,Rendah
D04201,2016-07-01,26.5,84,0,0.76,176,Karang Jaya,Rendah
D04202,2016-07-02,25.8,85,9,0.7,179,Karang Jaya,Rendah
D04203,2016-07-03,27.3,84,27,0.76,185,Karang Jaya,Rendah
D04204,2016-07-04,27.6,82,3,0.71,94,Karang Jaya,Rendah
D04205,2016-07-05,27.4,82,15,0.78,193,Karang Jaya,Rendah
D04206,2016-07-06,27.8,82,24,0.79,145,Karang Jaya,Rendah
D04207,2016-07-07,26.8,80,0,0.69,173,Karang Jaya,Rendah
D04208,2016-07-08,27.8,78,0,0.7,176,Karang Jaya,Rendah
D04209,2016-07-09,26.4,81,3,0.77,120,Karang Jaya,Rendah
D04210,2016-07-10,28.1,79,15,0.76,91,Karang Jaya,Sedang
D04211,2016-07-11,26.0,81,153,0.7,115,Karang Jaya,Rendah
D04212,2016-07-12,26.7,82,87,0.78,125,Karang Jaya,Rendah
D04213,2016-07-13,26.9,78,45,0.7,168,Karang Jaya,Rendah
D04214,2016-07-14,27.6,80,309,0.74,142,Karang Jaya,Rendah
D04215,2016-07-15,25.8,85,348,0.74,165,Karang Jaya,Rendah
D04216,2016-07-16,26.3,86,399,0.72,152,Karang Jaya,Rendah
D04217,2016-07-17,27.0,85,219,0.73,205,Karang Jaya,Rendah
D04218,2016-07-18,25.9,84,342,0.73,169,Karang Jaya,Rendah
D04219,2016-07-19,26.4,85,231,0.74,213,Karang Jaya,Rendah
D04220,2016-07-20,24.7,87,288,0.76,217,Karang Jaya,Rendah
D04221,2016-07-21,25.5,85,318,0.73,181,Karang Jaya,Rendah
D04222,2016-07-22,26.6,85,390,0.75,141,Karang Jaya,Rendah
D04223,2016-07-23,26.4,86,384,0.72,176,Karang Jaya,Rendah
D04224,2016-07-24,25.5,87,546,0.73,102,Karang Jaya,Rendah
D04225,2016-07-25,26.1,83,18,0.78,150,Karang Jaya,Rendah
D04226,2016-07-26,27.1,83,84,0.71,120,Karang Jaya,Rendah
D04227,2016-07-27,25.7,84,51,0.78,195,Karang Jaya,Rendah
D04228,2016-07-28,25.5,81,3,0.74,179,Karang Jaya,Rendah
D04229,2016-07-29,25.3,84,12,0.77,161,Karang Jaya,Rendah
D04230,2016-07-30,25.8,83,81,0.72,144,Karang Jaya,Rendah
D04231,2016-07-31,24.9,85,111,0.77,167,Karang Jaya,Rendah
D04232,2016-08-01,26.5,85,141,0.69,99,Karang Jaya,Rendah
D04233,2016-08-02,26.3,85,198,0.77,145,Karang Jaya,Rendah
D04234,2016-08-03,26.0,85,312,0.77,146,Karang Jaya,Rendah
D04235,2016-08-04,25.7,79,9,0.77,160,Karang Jaya,Rendah
D04236,2016-08-05,25.5,80,21,0.76,144,Karang Jaya,Rendah
D04237,2016-08-06,27.4,79,0,0.76,168,Karang Jaya,Rendah
D04238,2016-08-07,27.4,77,0,0.69,163,Karang Jaya,Rendah
D04239,2016-08-08,26.8,76,18,0.71,168,Karang Jaya,Rendah
D04240,2016-08-09,27.3,80,150,0.74,160,Karang Jaya,Rendah
D04241,2016-08-10,26.8,79,84,0.71,197,Karang Jaya,Rendah
D04242,2016-08-11,27.6,81,93,0.72,154,Karang Jaya,Rendah
D04243,2016-08-12,26.4,78,33,0.77,174,Karang Jaya,Rendah
D04244,2016-08-13,27.1,75,78,0.7,164,Karang Jaya,Rendah
D04245,2016-08-14,26.9,84,243,0.7,80,Karang Jaya,Rendah
D04246,2016-08-15,25.6,84,255,0.76,136,Karang Jaya,Rendah
D04247,2016-08-16,25.8,84,141,0.71,117,Karang Jaya,Rendah
D04248,2016-08-17,27.1,80,0,0.75,240,Karang Jaya,Rendah
D04249,2016-08-18,27.1,80,192,0.75,133,Karang Jaya,Rendah
D04250,2016-08-19,27.4,83,219,0.77,156,Karang Jaya,Rendah
D04251,2016-08-20,26.1,85,291,0.74,113,Karang Jaya,Rendah
D04252,2016-08-21,24.8,89,195,0.76,92,Karang Jaya,Rendah
D04253,2016-08-22,27.4,80,51,0.69,130,Karang Jaya,Rendah
D04254,2016-08-23,26.3,80,357,0.77,197,Karang Jaya,Rendah
D04255,2016-08-24,27.0,86,492,0.76,157,Karang Jaya,Rendah
D04256,2016-08-25,27.3,81,9,0.7,153,Karang Jaya,Rendah
D04257,2016-08-26,27.1,83,93,0.78,128,Karang Jaya,Rendah
D04258,2016-08-27,26.5,84,135,0.69,191,Karang Jaya,Rendah
D04259,2016-08-28,26.5,86,78,0.77,110,Karang Jaya,Rendah
D04260,2016-08-29,27.4,83,204,0.74,172,Karang Jaya,Rendah
D04261,2016-08-30,26.9,84,267,0.72,176,Karang Jaya,Rendah
D04262,2016-08-31,26.3,82,72,0.69,157,Karang Jaya,Rendah
D04263,2016-09-01,27.3,82,156,0.73,91,Karang Jaya,Rendah
D04264,2016-09-02,26.7,79,21,0.78,173,Karang Jaya,Rendah
D04265,2016-09-03,27.7,76,42,0.78,142,Karang Jaya,Rendah
D04266,2016-09-04,25.6,81,267,0.73,161,Karang Jaya,Rendah
D04267,2016-09-05,26.0,88,468,0.7,121,Karang Jaya,Rendah
D04268,2016-09-06,25.0,87,363,0.73,239,Karang Jaya,Rendah
D04269,2016-09-07,26.3,86,639,0.77,148,Karang Jaya,Rendah
D04270,2016-09-08,26.1,81,120,0.71,142,Karang Jaya,Rendah
D04271,2016-09-09,26.0,80,90,0.73,173,Karang Jaya,Rendah
D04272,2016-09-10,26.2,81,204,0.73,179,Karang Jaya,Rendah
D04273,2016-09-11,26.6,83,294,0.78,137,Karang Jaya,Rendah
D04274,2016-09-12,26.7,80,132,0.76,151,Karang Jaya,Rendah
D04275,2016-09-13,25.9,81,171,0.78,199,Karang Jaya,Rendah
D04276,2016-09-14,26.2,80,222,0.78,223,Karang Jaya,Rendah
D04277,2016-09-15,26.4,81,126,0.72,133,Karang Jaya,Rendah
D04278,2016-09-16,27.6,81,171,0.78,160,Karang Jaya,Rendah
D04279,2016-09-17,26.8,77,126,0.73,182,Karang Jaya,Rendah
D04280,2016-09-18,27.7,79,252,0.75,159,Karang Jaya,Rendah
D04281,2016-09-19,27.0,77,258,0.73,168,Karang Jaya,Rendah
D04282,2016-09-20,27.7,77,51,0.76,167,Karang Jaya,Rendah
D04283,2016-09-21,25.4,83,444,0.77,103,Karang Jaya,Rendah
D04284,2016-09-22,26.7,83,195,0.73,215,Karang Jaya,Rendah
D04285,2016-09-23,26.9,86,465,0.71,147,Karang Jaya,Rendah
D04286,2016-09-24,27.6,83,309,0.72,176,Karang Jaya,Rendah
D04287,2016-09-25,27.2,83,171,0.78,165,Karang Jaya,Rendah
D04288,2016-09-26,26.2,84,84,0.72,120,Karang Jaya,Rendah
D04289,2016-09-27,27.7,85,303,0.7,139,Karang Jaya,Rendah
D04290,2016-09-28,27.2,82,183,0.71,195,Karang Jaya,Rendah
D04291,2016-09-29,27.0,80,156,0.71,171,Karang Jaya,Rendah
D04292,2016-09-30,26.7,83,141,0.69,126,Karang Jaya,Rendah
D04293,2016-10-01,26.1,83,330,0.7,157,Karang Jaya,Rendah
D04294,2016-10-02,27.6,80,78,0.74,116,Karang Jaya,Rendah
D04295,2016-10-03,27.6,78,102,0.78,179,Karang Jaya,Rendah
D04296,2016-10-04,27.4,82,204,0.76,151,Karang Jaya,Rendah
D04297,2016-10-05,26.3,81,357,0.71,193,Karang Jaya,Rendah
D04298,2016-10-06,27.0,82,144,0.71,202,Karang Jaya,Rendah
D04299,2016-10-07,26.1,79,99,0.72,172,Karang Jaya,Rendah
D04300,2016-10-08,25.7,85,114,0.71,127,Karang Jaya,Rendah
D04301,2016-10-09,27.5,79,69,0.79,128,Karang Jaya,Rendah
D04302,2016-10-10,28.0,81,369,0.75,135,Karang Jaya,Sedang
D04303,2016-10-11,27.5,82,144,0.75,192,Karang Jaya,Rendah
D04304,2016-10-12,27.8,80,420,0.71,190,Karang Jaya,Rendah
D04305,2016-10-13,27.9,82,477,0.72,164,Karang Jaya,Rendah
D04306,2016-10-14,26.3,81,270,0.69,127,Karang Jaya,Rendah
D04307,2016-10-15,27.7,79,111,0.7,200,Karang Jaya,Rendah
D04308,2016-10-16,26.2,87,465,0.69,163,Karang Jaya,Rendah
D04309,2016-10-17,26.7,84,81,0.78,182,Karang Jaya,Rendah
D04310,2016-10-18,27.9,80,81,0.75,190,Karang Jaya,Rendah
D04311,2016-10-19,28.1,77,81,0.7,154,Karang Jaya,Sedang
D04312,2016-10-20,26.8,80,279,0.73,180,Karang Jaya,Rendah
D04313,2016-10-21,28.1,78,120,0.7,171,Karang Jaya,Sedang
D04314,2016-10-22,26.3,84,474,0.74,153,Karang Jaya,Rendah
D04315,2016-10-23,25.5,93,648,0.72,151,Karang Jaya,Rendah
D04316,2016-10-24,26.0,87,273,0.75,120,Karang Jaya,Rendah
D04317,2016-10-25,25.3,87,330,0.72,161,Karang Jaya,Rendah
D04318,2016-10-26,25.5,88,576,0.74,151,Karang Jaya,Rendah
D04319,2016-10-27,24.9,88,195,0.78,201,Karang Jaya,Rendah
D04320,2016-10-28,25.4,86,246,0.69,173,Karang Jaya,Rendah
D04321,2016-10-29,25.9,83,48,0.7,87,Karang Jaya,Rendah
D04322,2016-10-30,27.3,86,498,0.76,147,Karang Jaya,Rendah
D04323,2016-10-31,26.5,85,516,0.72,115,Karang Jaya,Rendah
D04324,2016-11-01,26.2,84,327,0.74,183,Karang Jaya,Rendah
D04325,2016-11-02,27.1,84,228,0.75,144,Karang Jaya,Rendah
D04326,2016-11-03,25.9,87,366,0.77,167,Karang Jaya,Rendah
D04327,2016-11-04,25.4,88,465,0.7,176,Karang Jaya,Rendah
D04328,2016-11-05,25.0,92,957,0.75,145,Karang Jaya,Rendah
D04329,2016-11-06,26.0,83,30,0.69,168,Karang Jaya,Rendah
D04330,2016-11-07,26.5,83,276,0.71,140,Karang Jaya,Rendah
D04331,2016-11-08,26.2,85,183,0.7,181,Karang Jaya,Rendah
D04332,2016-11-09,26.2,87,300,0.76,132,Karang Jaya,Rendah
